Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Masked Credit Card Number,Masked  Member's Email,Masked  Member's Phone Number,Masked  Member's Full Name,Masked  Member's Address,Masked Delivery Address,Age Group
6445388,M36432,"15669887, 29247044, 15669884, 15668460, 7587673, 7572311, 15669872, 34990382, 7569799, 15668458, 15668477, 15669863, 92302710, 15669880",05-10-2014 00:00,"Maida, Besan, Whole Spices, Gourd & Cucumber, Organic Pulses & Pulses, Snacks,Flat Rice, Healthy & Digestive Biscuits, Snacks, Brinjals, Exotic Vegetables, Moong Dal, Face Wash, Millet flour",Male,Bronze,4,70,PayPal,Pending,3.21746E+15,*****e04@example.com,***-***-3125,Robert *******,"324 Greg Glens Suite 089, ************, ********","9739 Mary Gateway, ******************, ********",100+
6445594,M56516,"15669872, 15669770, 34989207, 15668377, 15669835, 7692619, 15669781, 15669880, 15669861, 7630963",05-10-2014 00:00,"Avalakki / Poha, Other Flours, Corn Snacks, Root Vegetables, Raw Rice, Shaving Blade & Razors, Rice Flour, Millet flour, Raw Peanuts, Tomato Ketchup",Female,Silver,10,289,Credit Card,Shipped,3.30429E+15,***********ney@example.org,***-***-****x*1689,Ashley ****,"9752 Jennifer Lodge, ***********, ********","648 Baker Parkway, *********, ********",40-59
6445802,M77779,"15669880, 15669835, 15669821, 15669760, 34989499, 15669872, 7594821, 15669884, 15669827, 15669887, 7598777, 15669774, 15668458, 7571385, 6884195, 15668375, 15669806, 15669857, 15668467, 34990371, 15669862, 15669832",05-10-2014 00:00,"Millet flour, Raw Rice, Whole Spices, Whole Spices, Other Pulses,Flat Rice, Instant Noodles, Whole Spices, Kidney Beans, Maida, Agarbatti, Urad Dal, Brinjals, Glucose, Marie & Milk Biscuits, Instant Noodles, Root Vegetables, Cashews, Raw Peanuts, Beans, Cream Biscuits, Other Pulses, Sugar",Male,Bronze,1,408,Cash,Delivered,9.98441E+15,*******vid@example.org,******5413,Cody *****,"9102 Timothy Dale Suite 859, **********, ********","86116 Madison Lock, **********, ********",100+
6446792,M46687,"15668467, 15668460, 15668687",05-10-2014 00:00,"Beans, Gourd & Cucumber, Root Vegetables",Female,Gold,2,516,Cash,Pending,5.93669E+15,*******nna@example.net,***-***-0003,Charlotte *******,"0297 Kim Lake Apt. 485, *************, ********","18037 Green Square, *************, ********",40-59
6446934,M56897,"34938526, 7579698, 7593949, 7585573, 15668688, 93025752, 15668468, 15668379",05-10-2014 00:00,"Other Sweets, Cream Biscuits, Cream Biscuits, Cakes, Root Vegetables, Cream Biscuits, Beans, Other Vegetables",Female,Bronze,2,991,Cash,Pending,2.76845E+15,**********fer@example.org,***-***-****x788,Alicia ******,"95801 Laurie Alley Suite 034, *****************, ********","7199 Mark Inlet Suite 442, ***********, ********",100+
6447202,M08075,"15668465, 15668480, 15668377, 15668378, 15668685, 15668474, 15669880",06-10-2014 00:00,"Root Vegetables, Bread, Root Vegetables, Other Vegetables, Beans, Beans, Millet flour",Female,Bronze,4,682,Credit Card,Delivered,5.64894E+15,****ver@example.net,+*-***-***-****x567,Suzanne ******,"3344 Dennis Camp, ****************, ********","4754 Gonzales Wall Suite 859, **********, ********",40-59
6447370,M09303,"15668378, 15668520, 7575499, 15668688, 15669875",06-10-2014 00:00,"Other Vegetables, Bread, Aluminium Foil & Cling Wrap, Root Vegetables, Kidney Beans",Female,Silver,1,23,Cash,Shipped,8.70713E+15,wle@example.org,+*-***-***-****x9738,Dennis ***,"45560 Lori Mills, ***********, ********","23723 Julie Court, ***********, ********",80-99
6447392,M62656,"7580802, 15668381",06-10-2014 00:00,"Sunflower Oils, Other Vegetables",Male,Bronze,5,550,Credit Card,Delivered,3.20163E+15,****y06@example.org,******3691,Jason ********,"3005 Bowers Mountains Suite 019, ****************, ********","4999 Timothy Islands Suite 125, ******************, ********",40-59
6447929,M76390,"7580802, 15669787, 15669860, 15668685, 15669767, 15669887, 15669786, 7587655, 21408947, 7587698, 29247044, 34989668, 15670251",06-10-2014 00:00,"Sunflower Oils, Raw Rice, Moong Dal, Beans, Urad Dal, Maida,Flat Rice, Organic Rice & Rice Products, Other Rice Products, Organic Flours, Besan, Other Rice Products, Organic F&V",Male,Bronze,1,397,Cash,Delivered,4.9274E+15,*****n77@example.com,***-***-***-****x604,Valerie *****,"Unit 5732 Box 4341, ************","4948 Anthony Courts Suite 575, **********, ********",20-39
6448115,M35464,"15668688, 15668467",06-10-2014 00:00,"Root Vegetables, Beans",Male,Bronze,5,193,Cash,Delivered,2.96394E+15,*****a83@example.org,***-***-***-****x*4573,Mary *****,"260 Andrew Spur, **************, ********","984 David Locks Suite 641, *********, ********",60-79
6448254,M86572,"7678784, 15668480, 34990379, 15669782",06-10-2014 00:00,"Packaged Drinking Water, Bread, Healthy & Digestive Biscuits, Raw Rice",Male,Silver,2,620,Cash,Shipped,6.59468E+15,*****a93@example.org,***.***.****x770,Joshua *****,"61243 Dillon Stream, ***********, ********","2352 Melissa Cove Suite 876, ***********, ********",100+
6448540,M59012,"34994233, 15670162, 93009288",06-10-2014 00:00,"Organic F&V, Organic F&V, Organic Pulses & Pulses",Male,Bronze,1,219,Cash,Shipped,1.11227E+15,********and@example.net,(***)***-3262,Julie ********,"50902 Rose Heights, **********, ********","Unit 3546 Box 7428, ************",100+
6448835,M42182,"34986126, 15668688, 15669887, 15668521, 15668458",06-10-2014 00:00,"Whole Spices, Root Vegetables, Maida, Bread, Brinjals",Male,Bronze,7,372,Credit Card,Shipped,3.78816E+15,******y08@example.com,***.***.0813,Samantha *******,"554 Smith Forest, *************, ********","1870 Jackson Mountains, ***************, ********",80-99
6449117,M96365,"15668380, 15668381, 34989441, 15669864, 15669856",06-10-2014 00:00,"Other Vegetables, Other Vegetables, Soya Products, Other Pulses, Sugar",Female,Gold,4,98,Credit Card,Pending,3.09933E+15,***n24@example.org,-3072,Adam ********,"28667 Jeffery Bypass, **********, ********","163 Alyssa Knolls Suite 152, ****************, ********",80-99
6449759,M35070,"15669782, 7582057, 15669835, 34987568, 15669856",06-10-2014 00:00,"Raw Rice, Health Drinks, Raw Rice, Whole Spices, Sugar",Male,Bronze,1,129,PayPal,Shipped,2.38803E+15,**********ges@example.org,***.***.****x*0484,Brittney ********,"4127 Miranda Stravenue Apt. 610, **************, ********","99675 Megan Junction Suite 322, *********, ********",60-79
6456117,M33558,"15669773, 7610711, 21410747, 34938526, 15668473, 15668375, 15668478",19-09-2014,"Urad Dal, Chips, Organic Juices, Other Sweets, Beans, Root Vegetables, Banana",Female,Gold,9,801,Cash,Shipped,2.99757E+15,****e82@example.org,******4994,Rebecca ******,"5813 Colin Path, ***************, ********","8010 Koch Parkway, ***********, ********",0-19
6456166,M37253,"15669772, 15668469, 15668451, 34938526, 15669776, 7572254, 34986330, 15668684, 15670251",19-09-2014,"Other Pulses, Beans, Brinjals, Other Sweets, Other Pulses, Cooking Sauce, Raw Rice, Beans, Organic F&V",Male,Silver,5,76,PayPal,Delivered,6.73401E+15,***i97@example.org,***.***.8615,Amber *****,"PSC 2241, ********, ************","13200 Mark Walk Apt. 328, ********, ********",0-19
6456172,M35649,"15669880, 34938526, 15668688, 15668416, 7572311, 34990558, 7572300, 7580969, 15668473",19-09-2014,"Millet flour, Other Sweets, Root Vegetables, Banana, Snacks, Healthy & Digestive Biscuits, Snacks, Ready Baking Mixes, Beans",Female,Gold,4,452,PayPal,Shipped,9.83235E+15,******y99@example.org,***-***-***-3704,Brandy ********,"USCGC Crane, ************","475 Justin Parks Apt. 642, **********, ********",60-79
6456351,M33422,"15668595, 15668688, 15669763, 15668466, 34990776",20-09-2014,"Exotic Vegetables, Root Vegetables, Other Pulses, Root Vegetables, Eggs",Female,Gold,10,236,Cash,Delivered,3.20685E+15,*********ryn@example.com,***-***-***-****x6938,Heather *****,"Unit 8046 Box 7828, ************","626 Kristina Harbors Apt. 324, *************, ********",60-79
6456441,M37600,"34938526, 15670257, 15668521",20-09-2014,"Other Sweets, Organic F&V, Bread",Male,Gold,4,384,PayPal,Shipped,6.68729E+15,**********ers@example.net,***-***-****x8799,David ******,"284 Maria Summit, ***********, ********","31623 Chung Harbor, ********, ********",20-39
6456571,M55932,"7580823, 34987614, 7587656, 34993978, 15668687, 34938526, 15669791, 15668379, 34990774",20-09-2014,"Sunflower Oils, Milk, Organic Rice & Rice Products, Mosquito Repellent, Root Vegetables, Other Sweets, Raw Rice, Other Vegetables, Eggs",Male,Gold,6,674,Cash,Pending,8.87271E+15,********ady@example.org,***-***-6244,Richard *******,"912 Adams Falls, **********, ********","65650 Ryan Orchard Apt. 064, ************, ********",80-99
6456933,M54345,"15669865, 15668467, 15669885, 21408942, 34990883, 34931567, 7572301, 21410638, 15669872, 15669772, 7569801, 7572302, 7752915, 15669769, 15668478, 7540256, 7572300, 15669778, 7572303, 7623116, 15668688, 7736902, 7569799, 7572242, 15669760, 15669988, 92379298, 15669860, 34938526, 15669863, 93174226",20-09-2014,"Other Pulses, Beans, Moong Dal, Other Rice Products, Home & Air Freshener, Mouthwash, Snacks, Flakes,Flat Rice, Other Pulses, Snacks, Snacks, Health Supplements, Other Pulses, Banana, Basmati Rice, Snacks, Other Pulses, Snacks, Liquid Soaps & Bars, Root Vegetables, Snacks, Snacks, Instant Noodles, Whole Spices, Other Pulses, Liquid Soaps & Bars, Moong Dal, Other Sweets, Moong Dal, Body Wash",Male,Bronze,3,134,Credit Card,Pending,8.4854E+15,*******r93@example.net,+*-***-***-****x*9985,Alexander *******,"861 Burgess Mews, ***************, ********","40870 Galloway Mall, *********, ********",20-39
6456968,M25900,"34934311, 34938526, 15668478",20-09-2014,"Organic Rice & Rice Products, Other Sweets, Banana",Female,Gold,3,706,Cash,Pending,7.90479E+15,******llo@example.org,+*-***-***-****x*9555,Tommy *****,"USS Thomas, ************","602 Amber Lake Apt. 726, **************, ********",0-19
6457092,M35538,"34938526, 15668478, 15669772, 15668375, 7586526, 7569799",20-09-2014,"Other Sweets, Banana, Other Pulses, Root Vegetables, Snacky Nuts, Snacks",Female,Gold,10,707,Credit Card,Shipped,4.09717E+15,********ner@example.net,***.***.2645,Christy ******,"52984 Jeffery Crescent Suite 810, ***********, ********","0520 King Squares, *************, ********",20-39
6457099,M56255,"15669762, 15668468, 7621709, 34934493, 15669864, 15669863, 15669764, 34938526, 15668375, 15669885, 15670251, 15669988, 15670245",20-09-2014,"Urad Dal, Beans, Glucose, Marie & Milk Biscuits, Chips, Other Pulses, Moong Dal, Besan, Other Sweets, Root Vegetables, Moong Dal, Organic F&V, Other Pulses, Organic F&V",Female,Bronze,4,515,Cash,Pending,2.93569E+15,*******ael@example.net,******4056,Christine ******,"559 Frederick Pine, *****************, ********","7436 Cummings Stream, **************, ********",80-99
6457426,M78720,"7586352, 7572687, 7586502, 34995196, 7586551, 34992544, 34938526, 7753738",20-09-2014,"Chips, Packaged Drinking Water, Chips, Instant Pastas, Chips, Instant Pastas, Other Sweets, Health Drinks",Female,Gold,0,347,PayPal,Shipped,8.4967E+15,***a47@example.org,***-***-***-****x1837,Jennifer ****,"USS Silva, ************","94088 Jillian Pine, ***************, ********",100+
6457523,M54619,"15668379, 7570686, 34938526, 15668478",20-09-2014,"Other Vegetables, Hair Colors & Dyes, Other Sweets, Banana",Female,Bronze,0,100,Cash,Shipped,8.77013E+15,**********ray@example.net,***-***-8694,Daniel *****,"6319 Murillo Radial Apt. 949, **********, ********","16321 Pierce Shoals Suite 736, ************, ********",100+
6457852,M27458,"15669769, 7593949, 15669881, 34938526, 15668451",20-09-2014,"Other Pulses, Cream Biscuits, Millet flour, Other Sweets, Brinjals",Female,Silver,9,833,Cash,Shipped,2.11514E+15,*******oyd@example.com,+*-***-***-****x*7350,Danny *****,"1826 Franklin Camp Apt. 172, **********, ********","883 Cain Corners Suite 550, **********, ********",80-99
6457919,M91098,"15668375, 15668468, 34938526, 15668473",20-09-2014,"Root Vegetables, Beans, Other Sweets, Beans",Male,Silver,1,548,Credit Card,Delivered,5.431E+15,*********hua@example.net,***-***-***-****x*0808,Eric ****,"1230 Daniels Forest, ***********, ********","42538 Macdonald Groves Suite 251, ***********, ********",20-39
6457975,M32409,"15668473, 15669878, 7593949, 7579697, 15668688, 15668381, 15668458, 15668520, 34938526, 15668460",20-09-2014,"Beans, Kidney Beans, Cream Biscuits, Cream Biscuits, Root Vegetables, Other Vegetables, Brinjals, Bread, Other Sweets, Gourd & Cucumber",Female,Gold,8,600,Cash,Pending,6.96516E+15,***********ssa@example.net,+*-***-***-****x8014,Robert *****,"01563 Ramsey Point Apt. 646, ***********, ********","716 Brown Walks, **************, ********",0-19
6458076,M18732,"15669863, 7692620, 15669876, 15668468, 34986118, 15668380, 15669788, 34993978, 34993976, 34938526, 15668458",20-09-2014,"Moong Dal, Shaving Blade & Razors, Kidney Beans, Beans, Whole Spices, Other Vegetables, Raw Rice, Mosquito Repellent, Mosquito Repellent, Other Sweets, Brinjals",Male,Gold,3,488,PayPal,Pending,9.17803E+15,*****ins@example.org,***.***.7620,Vicki *******,"2024 Summers Loop Apt. 344, *****************, ********","PSC 9385, ********, ************",60-79
6458393,M27458,"15668381, 15668460, 15668466, 15668469",20-09-2014,"Other Vegetables, Gourd & Cucumber, Root Vegetables, Beans",Female,Silver,8,760,Credit Card,Pending,6.84203E+15,*********hia@example.net,***-***-****x1105,Miranda ********,"6720 Larsen Courts Apt. 753, **********, ********","Unit 2804 Box 6598, ************",0-19
6458661,M64379,"7543289, 15668688, 15668468, 15668685, 34934495, 34938526",20-09-2014,"Organic Masalas & Spices, Root Vegetables, Beans, Beans, Organic Branded Foods, Other Sweets",Male,Gold,5,22,Credit Card,Delivered,6.88405E+15,***********ers@example.com,***-***-***-3670,Beverly *****,"37860 Geoffrey Stream, **********, ********","64722 Mcguire Lodge, ***************, ********",40-59
6459132,M41747,"15668480, 15669819, 15668449, 15668379, 15668468, 93176430, 7543241, 15668381, 15668594, 15668688, 15668465, 34992547, 15669762, 34938526",20-09-2014,"Bread, Other Pulses, Exotic Vegetables, Other Vegetables, Beans, Snacks, Organic Pulses & Pulses, Other Vegetables, Exotic Vegetables, Root Vegetables, Root Vegetables, Other Pickle, Urad Dal, Other Sweets",Female,Gold,10,376,Cash,Shipped,5.11526E+15,*******ari@example.net,***-***-***-****x602,Brett ******,"03851 Christina Roads, **********, ********","6806 Jeremy Trace, ***********, ********",40-59
6459629,M46575,"15668521, 15668462, 15669875, 15668688, 15668380, 34938526, 7572432",20-09-2014,"Bread, Gourd & Cucumber, Kidney Beans, Root Vegetables, Other Vegetables, Other Sweets, Cooking Paste",Female,Gold,9,735,Credit Card,Delivered,5.60223E+15,**ood@example.org,(***)***-****x*1410,Daniel *****,"70405 Holt Springs Apt. 299, **************, ********","820 Vargas Avenue Apt. 430, *****************, ********",100+
6459785,M42827,"92380533, 34938526, 15669764, 15669970, 15670009, 15669880",20-09-2014,"Regular Pasta, Other Sweets, Besan, Cashews, Almonds, Millet flour",Female,Gold,6,758,Credit Card,Shipped,6.01894E+15,*cox@example.net,(***)***-****x*7654,Amy ******,"PSC 3858, ********, ************","59978 Jones Walk Apt. 022, ************, ********",0-19
6460073,M86304,"15668460, 15668458, 34934311, 15668381, 34938526, 15668380",20-09-2014,"Gourd & Cucumber, Brinjals, Organic Rice & Rice Products, Other Vegetables, Other Sweets, Other Vegetables",Male,Silver,4,211,Cash,Shipped,8.59321E+15,****n61@example.org,+*-***-***-****x*9545,Eugene *******,"1057 Anna Summit, ****************, ********","948 Wade Prairie Suite 397, ***********, ********",20-39
6460672,M36366,"34938526, 15668478, 34934493, 15668379",21-09-2014,"Other Sweets, Banana, Chips, Other Vegetables",Female,Silver,1,458,PayPal,Delivered,8.55579E+15,*****ran@example.com,(***)***-7939,Kathleen ********,"82592 Adams Overpass Suite 016, ****************, ********","4421 Angela Vista, *********, ********",0-19
6461263,M43831,"7541573, 15668478, 93141093, 34938526, 21409129",21-09-2014,"Glucose, Marie & Milk Biscuits, Banana, Curd, Other Sweets, Whole Grains",Female,Gold,5,556,Credit Card,Shipped,8.2002E+15,**********fer@example.org,***.***.****x373,Lisa ****,"72857 Mckenzie Unions, *************, ********","46670 Heather Plaza, *************, ********",20-39
6462335,M31966,"15669881, 21408952, 15668379, 15668462, 34993978, 15668471, 34938526, 7689353, 15668381, 15668465, 15668375, 34991043",21-09-2014,"Millet flour, Whole Spices, Other Vegetables, Gourd & Cucumber, Mosquito Repellent, Beans, Other Sweets, Ground Coffee, Other Vegetables, Root Vegetables, Root Vegetables, Brushes & Scrubbers",Female,Silver,0,980,PayPal,Delivered,7.04857E+15,****tin@example.com,***.***.3609,Jason *******,"6895 Brown Mission Apt. 389, ***********, ********","5861 Davis Ports, ***********, ********",40-59
6462831,M31908,"15668381, 34938526, 7579697",21-09-2014,"Other Vegetables, Other Sweets, Cream Biscuits",Female,Bronze,4,382,Credit Card,Pending,6.19386E+15,*****y57@example.com,***-***-***-****x*1444,Mary *******,"0209 Wade Ranch Apt. 247, ************, ********","7674 Anne Fields, *************, ********",60-79
6462920,M16218,"15669869, 34986328, 34938526, 15669837, 7621709",21-09-2014,"Moong Dal, Kidney Beans, Other Sweets, Raw Rice, Glucose, Marie & Milk Biscuits",Male,Silver,3,236,Cash,Pending,9.24413E+15,**********ael@example.com,***.***.****x*5924,Thomas *****,"09768 Taylor Estates Suite 670, ***********, ********","5200 Washington Row Suite 377, *************, ********",0-19
6463381,M54345,7598777,21-09-2014,Agarbatti,Female,Silver,2,294,Credit Card,Delivered,6.94968E+15,****mas@example.net,***.***.****x*7979,Joseph *****,"010 Sarah Center, ***********, ********","899 Williams Haven, *************, ********",100+
6464160,M16611,"34938526, 15670009, 34992548, 15668381",21-09-2014,"Other Sweets, Almonds, Other Pickle, Other Vegetables",Male,Gold,0,223,PayPal,Pending,7.14557E+15,*********dam@example.net,(***)***-****x*6315,Brian ********,"9383 Barnes Row Apt. 684, *********, ********","PSC 1097, ********, ************",80-99
6464344,M50420,"34938526, 93009285, 15670163",21-09-2014,"Other Sweets, Organic Rice & Rice Products, Organic F&V",Female,Gold,7,166,PayPal,Pending,5.35209E+15,*******ina@example.com,-5797,John ****,"530 Amy Well, ************, ********","506 Solomon Views, ***************, ********",100+
